well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
C441,33               ,33,R90N             ,A,C441A
D419,7-37             ,7,R07S             ,A,D419A
D419,7-37             ,37,R07S             ,A,D419A
J413,5                ,5,R6S              , ,J413 
D428,43               ,43,TE90S            ,A,D428A
A115,1                ,1,R6N              ,A,A115A
D571,27               ,27,UF08             ,Z,D571Z
B525,27               ,27,UF08             ,A,B525A
C444,45               ,45,UF90             , ,C444 
C132,60               ,60,BUB              ,B,C132B
A835,1                ,1,R6N              , ,A835 
D428,15-21            ,15,R08A-R90S        ,Z,D428Z
D428,15-21            ,21,R08A-R90S        ,Z,D428Z
B712,8                ,8,R07S             ,A,B712A
A753,35               ,35,T05              , ,A753 
C227,20               ,20,R90N             ,A,C227A
A637,38               ,38,UT06W            , ,A637 
A408,3-4              ,3,R6S              ,Z,A408Z
A408,3-4              ,4,R6S              ,Z,A408Z
D448,43               ,43,TE90S            ,A,D448A
B770,15               ,15,R08A             , ,B770 
A271,3-4              ,3,R6S              ,A,A271A
A271,3-4              ,4,R6S              ,A,A271A
A634,4-5              ,4,R6S              , ,A634 
A634,4-5              ,5,R6S              , ,A634 
C659,33               ,33,R90N             , ,C659 
A758,2                ,2,R6N              , ,A758 
A644,3-4              ,3,R6N-R6S          , ,A644 
A644,3-4              ,4,R6N-R6S          , ,A644 
B776,15               ,15,R08A             , ,B776 
D526,37               ,37,R07S             , ,D526 
C745,42               ,42,TE90N            , ,C745 
B106,9-10             ,9,R07N             ,B,B106B
B106,9-10             ,10,R07N             ,B,B106B
C109,62               ,62,BUC              ,A,C109A
A401,3-4              ,3,R6S              ,Z,A401Z
A401,3-4              ,4,R6S              ,Z,A401Z
D836,15               ,15,R08A             ,Z,D836Z
C432,33               ,33,R90N             ,Z,C432Z
C111,63               ,63,BL               ,A,C111A
A639,38               ,38,UT06W            , ,A639 
C845,17               ,17,R90N             ,B,C845B
C601,20               ,20,R90N             ,A,C601A
C801,17-33            ,17,R90N             ,B,C801B
C801,17-33            ,33,R90N             ,B,C801B
C232,62               ,62,BUC              ,A,C232A
B774,8                ,8,R07S             , ,B774 
B808,31               ,31,UF98             , ,B808 
A211,1-2              ,1,R6N              , ,A211 
A211,1-2              ,2,R6N              , ,A211 
B704,8                ,8,R07S             ,B,B704B
B825,11               ,11,R07N             ,A,B825A
B707,14               ,14,R08A             ,A,B707A
B705,4                ,4,R6S              ,A,B705A
B808,31               ,31,UF98             , ,B808 
B105,15               ,15,R08A             ,B,B105B
J346,35-4-5           ,35,T05-R6S          ,Z,J346Z
J346,35-4-5           ,4,T05-R6S          ,Z,J346Z
J346,35-4-5           ,5,T05-R6S          ,Z,J346Z
J425,4-5              ,4,R6S              ,Z,J425Z
J425,4-5              ,5,R6S              ,Z,J425Z
B801,12-13            ,12,R07S             , ,B801 
B801,12-13            ,13,R07S             , ,B801 
B519,13               ,13,R07S             ,A,B519A
B838,15               ,15,R08A             ,A,B838A
B536,15               ,15,R08A             , ,B536 
B740,8                ,8,R07S             ,B,B740B
B407,16               ,16,R08B             ,A,B407A
C824,17               ,17,R90N             , ,C824 
B137,16               ,16,R08B             ,A,B137A
C214,18               ,18,R90N             ,A,C214A
B746,8                ,8,R07S             , ,B746 
B638,4                ,4,R6S              ,A,B638A
B114,9                ,9,R07N             ,C,B114C
C434,46               ,46,UF90             ,B,C434B
B119,11               ,11,R07N             ,A,B119A
B804,12-13            ,12,R07S             , ,B804 
B204,16               ,16,R08B             ,A,B204A
B804,12-13            ,13,R07S             , ,B804 
B131,14               ,14,R08A             ,A,B131A
A402,4                ,4,R6S              ,A,A402A
D102,43               ,43,TE90S            ,Z,D102Z
B807,10               ,10,R07N             ,B,B807B
D562,41               ,41,LT06             ,A,D562A
C348,30               ,30,37               , ,C348 
A558,39               ,39,UT06E            ,Z,A558Z
A265,2                ,2,R6N              ,B,A265B
A407,4                ,4,R6S              ,Z,A407Z
B205,11               ,11,R07N             , ,B205 
A828,35               ,35,T05              , ,A828 
A250,3                ,3,R6S              , ,A250 
A853,35               ,35,T05              ,B,A853B
A362,35               ,35,T05              ,A,A362A
A242,2-3              ,2,R6N-R6S          ,A,A242A
A242,2-3              ,3,R6N-R6S          ,A,A242A
B337,15               ,15,R08A             , ,B337 
B558,4                ,4,R6S              , ,B558 
A303,3                ,3,R6S              ,A,A303A
A302,2                ,2,R6N              ,A,A302A
A852,35               ,35,T05              ,A,A852A
D305,37               ,37,R07S             , ,D305 
A256,35               ,35,T05              ,A,A256A
A369,4-39             ,4,R6S-UT06E        ,A,A369A
A369,4-39             ,39,R6S-UT06E        ,A,A369A
J440,5-38             ,5,R6S-UT06W        ,A,J440A
J440,5-38             ,38,R6S-UT06W        ,A,J440A
B520,12-13-24         ,12,R07S-TE08A       ,Z,B520Z
B520,12-13-24         ,13,R07S-TE08A       ,Z,B520Z
B520,12-13-24         ,24,R07S-TE08A       ,Z,B520Z
A220,1-2              ,1,R6N              ,A,A220A
A220,1-2              ,2,R6N              ,A,A220A
D571,27               ,27,UF08             ,Z,D571Z
B829,11-12            ,11,R07N-R07S        ,B,B829B
B829,11-12            ,12,R07N-R07S        ,B,B829B
A374,4                ,4,R6S              ,A,A374A
A661,38-41            ,38,UT06W-LT06       ,A,A661A
A661,38-41            ,41,UT06W-LT06       ,A,A661A
D571,24-27            ,27,TE08A-UF08       ,Z,D571Z
A223,2                ,2,R6N              , ,A223 
A818,1                ,1,R6N              , ,A818 
B411,24               ,24,TE08A            ,A,B411A
D571,24-27            ,24,TE08A-UF08       ,Z,D571Z
C457,45               ,45,UF90             , ,C457 
C415,33               ,33,R90N             , ,C415 
B225,10               ,10,R07N             ,A,B225A
A174,2                ,2,R6N              ,A,A174A
B321,43-46            ,43,TE90S-UF90       ,A,B321A
B321,43-46            ,46,TE90S-UF90       ,A,B321A
C713,16               ,16,R08B             ,A,C713A
A741,35               ,35,T05              , ,A741 
A231,1-2              ,1,R6N              , ,A231 
A231,1-2              ,2,R6N              , ,A231 
A810,2                ,2,R6N              , ,A810 
B621,40-47            ,47,UT07-LT07        ,B,B621B
B621,40-47            ,40,UT07-LT07        ,B,B621B
D437,21               ,21,R90S             ,A,D437A
A409,39               ,39,UT06E            ,A,A409A
A111,35               ,35,T05              ,B,A111B
A641,4                ,4,R6S              , ,A641 
A814,39               ,39,UT06E            , ,A814 
A570,38               ,38,UT06W            , ,A570 
A404,4                ,4,R6S              ,B,A404B
A766,38               ,38,UT06W            , ,A766 
A209,1                ,1,R6N              ,A,A209A
A170,1-2              ,1,R6N              , ,A170 
D610,4-5              ,4,R6S              ,A,D610A
D610,4-5              ,5,R6S              ,A,D610A
A170,1-2              ,2,R6N              , ,A170 
B531,07-24            ,7,R07S-TE08A       , ,B531 
B531,07-24            ,24,R07S-TE08A       , ,B531 
A301,39               ,39,UT06E            ,B,A301B
A754,4                ,4,R6S              , ,A754 
C426,21               ,21,R90S             ,A,C426A
A858,1-2              ,1,R6N              ,A,A858A
A858,1-2              ,2,R6N              ,A,A858A
A804,38               ,38,UT06W            , ,A804 
A117,2                ,2,R6N              ,A,A117A
A549,39               ,39,UT06E            ,Z,A549Z
A145,2                ,2,R6N              ,A,A145A
D823,43-46            ,43,TE90S-UF90       ,A,D823A
D823,43-46            ,46,TE90S-UF90       ,A,D823A
D741,4                ,4,R6S              ,A,D741A
A752,4                ,4,R6S              , ,A752 
A713,2-3              ,2,R6N              , ,A713 
A713,2-3              ,3,R6N              , ,A713 
A713,2-3              ,2,R6N              ,A,A713A
A713,2-3              ,3,R6N              ,A,A713A
A710,3                ,3,R6N              , ,A710 
A713,2-3              ,2,R6N              ,B,A713B
A713,2-3              ,3,R6N              ,B,A713B
A714,3                ,3,R6N              , ,A714 
A715,3                ,3,R6N              , ,A715 
A716,2-3              ,2,R6N              , ,A716 
A716,2-3              ,3,R6N              , ,A716 
A717,2                ,2,R6N              , ,A717 
A717,2                ,2,R6N              ,A,A717A
A717,2                ,2,R6N              ,A,A717A
A714,3                ,3,R6N              , ,A714 
A718,2-3              ,2,R6N              , ,A718 
A718,2-3              ,3,R6N              , ,A718 
A719,2                ,2,R6N              , ,A719 
A719,2                ,2,R6N              ,A,A719A
A720,2-3              ,2,R6N              , ,A720 
A720,2-3              ,3,R6N              , ,A720 
A721,2                ,2,R6N              , ,A721 
A721,2                ,2,R6N              ,A,A721A
A722,2                ,2,R6N              , ,A722 
A723,2                ,2,R6N              , ,A723 
A723,2                ,2,R6N              ,A,A723A
A724,1-2              ,1,R6N              , ,A724 
A724,1-2              ,2,R6N              , ,A724 
A724,1-2              ,1,R6N              ,A,A724A
A724,1-2              ,2,R6N              ,A,A724A
A724,1-2              ,1,R6N              ,A,A724A
A724,1-2              ,2,R6N              ,A,A724A
A724,1-2              ,1,R6N              ,B,A724B
A724,1-2              ,2,R6N              ,B,A724B
A736,3                ,3,R6N              , ,A736 
A736,3                ,3,R6N              , ,A736 
A740,2                ,2,R6N              , ,A740 
A740,2                ,2,R6N              , ,A740 
A740,2                ,2,R6N              , ,A740 
A745,2                ,2,R6N              , ,A745 
A759,1                ,1,R6N              , ,A759 
A761,2                ,2,R6N              , ,A761 
A763,1                ,1,R6N              , ,A763 
A765,1                ,1,R6N              , ,A765 
A768,2                ,2,R6N              , ,A768 
A768,2                ,2,R6N              , ,A768 
A769,1-2              ,1,R6N              , ,A769 
A769,1-2              ,2,R6N              , ,A769 
A770,1                ,1,R6N              , ,A770 
A771,1                ,1,R6N              , ,A771 
A801,1                ,1,R6N              , ,A801 
A806,1                ,1,R6N              , ,A806 
A809,1                ,1,R6N              , ,A809 
A811,1                ,1,R6N              , ,A811 
A812,1                ,1,R6N              , ,A812 
A813,1                ,1,R6N              , ,A813 
A769,1-2              ,1,R6N              , ,A769 
A769,1-2              ,2,R6N              , ,A769 
A813,1                ,1,R6N              ,A,A813A
A815,1                ,1,R6N              , ,A815 
A821,1                ,1,R6N              , ,A821 
A827,1                ,1,R6N              , ,A827 
A829,1                ,1,R6N              , ,A829 
A831,1                ,1,R6N              , ,A831 
A834,1                ,1,R6N              , ,A834 
A834,1                ,1,R6N              ,A,A834A
A835,1                ,1,R6N              , ,A835 
A825,1                ,1,R6N              , ,A825 
A825,1                ,1,R6N              , ,A825 
A849,2                ,2,R6N              , ,A849 
A848,3                ,3,R6N-R6S          , ,A848 
A850,1                ,1,R6N              ,B,A850B
A849,2                ,2,R6N              , ,A849 
A850,2-3              ,2,R6N              , ,A850 
A850,2-3              ,3,R6N              , ,A850 
A850,2-3              ,2,R6N              ,A,A850A
A850,2-3              ,3,R6N              ,A,A850A
A850,1                ,1,R6N              ,B,A850B
A848,3                ,3,R6N-R6S          , ,A848 
A851,2                ,2,R6N              , ,A851 
A852,2                ,2,R6N              , ,A852 
A860,38               ,38,UT06W            , ,A860 
A853,1                ,1,R6N              , ,A853 
A854,2                ,2,R6N              , ,A854 
A855,1-2              ,1,R6N              , ,A855 
A855,1-2              ,2,R6N              , ,A855 
A857,1                ,1,R6N              , ,A857 
A858,2                ,2,R6N              , ,A858 
A859,1                ,1,R6N              , ,A859 
A853,1                ,1,R6N              , ,A853 
A860,38               ,38,UT06W            , ,A860 
A861,1-2              ,1,R6N              , ,A861 
A862,2-3              ,2,R6N-R6S          , ,A862 
A861,1-2              ,1,R6N              , ,A861 
A861,1-2              ,2,R6N              , ,A861 
A862,2-3              ,3,R6N-R6S          , ,A862 
A861,1-2              ,1,R6N              , ,A861 
A862,2-3              ,2,R6N-R6S          , ,A862 
A862,2-3              ,3,R6N-R6S          , ,A862 
A863,1                ,1,R6N              , ,A863 
A861,1-2              ,2,R6N              , ,A861 
A861,1-2              ,2,R6N              , ,A861 
A864,2                ,2,R6N              , ,A864 
A865,1                ,1,R6N              , ,A865 
A866,2                ,2,R6N              , ,A866 
A866,2                ,2,R6N              ,A,A866A
A867,1                ,1,R6N              , ,A867 
A868,2                ,2,R6N              , ,A868 
A868,1                ,1,R6N              ,A,A868A
A868,1                ,1,R6N              ,B,A868B
A869,1                ,1,R6N              , ,A869 
A869,1                ,1,R6N              , ,A869 
A869,1                ,1,R6N              , ,A869 
A869,1                ,1,R6N              , ,A869 
A870,2                ,2,R6N              , ,A870 
A870,2                ,2,R6N              , ,A870 
A870,2                ,2,R6N              , ,A870 
A870,1                ,1,R6N              ,A,A870A
A874,1-2              ,1,R6N              , ,A874 
A874,1-2              ,2,R6N              , ,A874 
A874,1-2              ,1,R6N              ,A,A874A
A874,1-2              ,2,R6N              ,A,A874A
A874,1-2              ,1,R6N              ,B,A874B
A874,1-2              ,2,R6N              ,B,A874B
B101,8                ,8,R07S             , ,B101 
B101,8                ,8,R07S             ,A,B101A
B102,10               ,10,R07N             , ,B102 
B102,10               ,10,R07N             ,A,B102A
B102,10               ,10,R07N             ,A,B102A
B103,12               ,12,R07S             , ,B103 
B104,11-12            ,11,R07N-R07S        , ,B104 
B104,11-12            ,12,R07N-R07S        , ,B104 
B104,11-12            ,11,R07N-R07S        ,A,B104A
B103,12               ,12,R07S             , ,B103 
B104,11-12            ,12,R07N-R07S        ,A,B104A
B105,10               ,10,R07N             , ,B105 
B106,10               ,10,R07N             , ,B106 
B106,10               ,10,R07N             ,A,B106A
B107,9-10             ,9,R07N             , ,B107 
B107,9-10             ,10,R07N             , ,B107 
B107,9-10             ,9,R07N             ,A,B107A
B107,9-10             ,10,R07N             ,A,B107A
B108,9                ,9,R07N             , ,B108 
B105,10               ,10,R07N             , ,B105 
B109,11-12            ,11,R07N-R07S        , ,B109 
B109,11-12            ,12,R07N-R07S        , ,B109 
B110,9-10             ,9,R07N             , ,B110 
B110,9-10             ,10,R07N             , ,B110 
B110,9-10             ,9,R07N             ,A,B110A
B110,9-10             ,10,R07N             ,A,B110A
B109,11-12            ,12,R07N-R07S        , ,B109 
B111,10               ,10,R07N             , ,B111 
B112,9                ,9,R07N             , ,B112 
B109,11-12            ,11,R07N-R07S        , ,B109 
B111,10               ,10,R07N             , ,B111 
B113,10               ,10,R07N             , ,B113 
B113,10               ,10,R07N             , ,B113 
B113,10               ,10,R07N             , ,B113 
B114,9                ,9,R07N             ,B,B114B
B114,9                ,9,R07N             , ,B114 
B114,9                ,9,R07N             , ,B114 
B114,9                ,9,R07N             , ,B114 
B114,9                ,9,R07N             ,A,B114A
B114,9                ,9,R07N             ,A,B114A
B113,10               ,10,R07N             , ,B113 
B115,10-11            ,10,R07N             , ,B115 
D101,7-13             ,13,R07S             ,A,D101A
D102,27               ,27,UF08             , ,D102 
D103,15               ,15,R08A             , ,D103 
D101,7-13             ,7,R07S             ,A,D101A
D104,46               ,46,UF90             , ,D104 
D104,46               ,46,UF90             , ,D104 
D104,46               ,46,UF90             , ,D104 
D105,15               ,15,R08A             , ,D105 
D105,15               ,15,R08A             , ,D105 
D105,15               ,15,R08A             ,A,D105A
D105,15               ,15,R08A             ,A,D105A
D106,15-22-43         ,15,R08A-R90S-TE90S  , ,D106 
D106,15-22-43         ,22,R08A-R90S-TE90S  , ,D106 
D106,15-22-43         ,43,R08A-R90S-TE90S  , ,D106 
D106,15-22            ,15,R08A-R90S        , ,D106 
D106,15-22            ,22,R08A-R90S        , ,D106 
D106,15-22-43         ,15,R08A-R90S-TE90S  , ,D106 
D106,15-22-43         ,22,R08A-R90S-TE90S  , ,D106 
D106,15-22-43         ,43,R08A-R90S-TE90S  , ,D106 
D106,15-22            ,15,R08A-R90S        , ,D106 
D106,15-22            ,22,R08A-R90S        , ,D106 
D107,24               ,24,TE08A            , ,D107 
D108,27               ,27,UF08             , ,D108 
D108,27               ,27,UF08             ,A,D108A
D106,15               ,15,R08A             , ,D106 
D109,46               ,46,UF90             , ,D109 
D109,46               ,46,UF90             , ,D109 
D109,24               ,24,TE08A            ,Z,D109Z
D110,43               ,43,TE90S            , ,D110 
D110,43               ,43,TE90S            ,A,D110A
D111,15               ,15,R08A             , ,D111 
D111,15               ,15,R08A             ,A,D111A
D112,27-46            ,27,UF08-UF90        , ,D112 
D112,27-46            ,46,UF08-UF90        , ,D112 
D109,24               ,24,TE08A            ,Z,D109Z
D112,27               ,27,UF08             ,A,D112A
D112,7                ,7,R07S             ,B,D112B
D113,27               ,27,UF08             , ,D113 
D113,27               ,27,UF08             , ,D113 
D113,27               ,27,UF08             ,A,D113A
D113,27               ,27,UF08             ,B,D113B
D114,43               ,43,TE90S            , ,D114 
D115,7                ,7,R07S             , ,D115 
D115,7                ,7,R07S             , ,D115 
D115,24               ,24,TE08A            ,A,D115A
D116,15-16-22         ,15,R08A-R08B-R90S   , ,D116 
D116,15-16-22         ,16,R08A-R08B-R90S   , ,D116 
D116,15-16-22         ,22,R08A-R08B-R90S   , ,D116 
D117,7                ,7,R07S             , ,D117 
D118,30               ,30,37               , ,D118 
D118,43               ,43,TE90S            ,A,D118A
D119,7-13-15          ,7,R07S-R08A        , ,D119 
D119,7-13-15          ,13,R07S-R08A        , ,D119 
D116,15               ,15,R08A             , ,D116 
D119,7-13-15          ,15,R07S-R08A        , ,D119 
D119,15               ,15,R08A             , ,D119 
D119,7-13-15          ,7,R07S-R08A        , ,D119 
D119,7-13-15          ,13,R07S-R08A        , ,D119 
D119,7-13-15          ,15,R07S-R08A        , ,D119 
D119,15               ,15,R08A             ,A,D119A
D120,43               ,43,TE90S            , ,D120 
D120,43               ,43,TE90S            ,A,D120A
D201,7                ,7,R07S             , ,D201 
D119,15               ,15,R08A             ,A,D119A
D202,46               ,46,UF90             , ,D202 
D119,15               ,15,R08A             ,A,D119A
D202,46               ,46,UF90             , ,D202 
D202,46               ,46,UF90             ,A,D202A
D203,43               ,43,TE90S            , ,D203 
D203,43               ,43,TE90S            ,A,D203A
D204,24               ,24,TE08A            , ,D204 
D204,24               ,24,TE08A            , ,D204 
D204,24               ,24,TE08A            , ,D204 
D205,15               ,15,R08A             , ,D205 
D206,27-46            ,27,UF08-UF90        , ,D206 
D206,27-46            ,46,UF08-UF90        , ,D206 
D202,46               ,46,UF90             ,A,D202A
D206,46               ,46,UF90             ,A,D206A
D206,46               ,46,UF90             ,A,D206A
D207,21               ,21,R90S             , ,D207 
D208,15               ,15,R08A             , ,D208 
D209,43-46            ,43,TE90S-UF90       , ,D209 
D209,43-46            ,46,TE90S-UF90       , ,D209 
D212,15-21            ,15,R08A-R90S        , ,D212 
D210,21               ,21,R90S             , ,D210 
D210,21               ,21,R90S             , ,D210 
D210,21               ,21,R90S             ,A,D210A
D211,46               ,46,UF90             , ,D211 
D210,21               ,21,R90S             ,A,D210A
D212,15-21            ,21,R08A-R90S        , ,D212 
D212,15-21            ,15,R08A-R90S        , ,D212 
D212,15-21            ,21,R08A-R90S        , ,D212 
D213,15               ,15,R08A             , ,D213 
D214,21               ,21,R90S             , ,D214 
D214,21               ,21,R90S             , ,D214 
D214,21               ,21,R90S             ,A,D214A
D215,15               ,15,R08A             , ,D215 
D216,46               ,46,UF90             ,A,D216A
D216,46               ,46,UF90             , ,D216 
D216,46               ,46,UF90             , ,D216 
D217,43               ,43,TE90S            , ,D217 
D218,15-24            ,24,R08A-TE08A       , ,D218 
D302,15-21            ,15,R08A-R90S        , ,D302 
D218,15-24            ,15,R08A-TE08A       , ,D218 
D218,15-24            ,24,R08A-TE08A       , ,D218 
D301,7                ,7,R07S             , ,D301 
D302,15-21            ,21,R08A-R90S        , ,D302 
D302,15-21            ,15,R08A-R90S        , ,D302 
D302,15-21            ,21,R08A-R90S        , ,D302 
D217,43               ,43,TE90S            , ,D217 
D218,15-24            ,15,R08A-TE08A       , ,D218 
D309,21               ,21,R90S             ,A,D309A
D303,46               ,46,UF90             , ,D303 
D304,21               ,21,R90S             , ,D304 
D305,37               ,37,R07S             , ,D305 
D306,21               ,21,R90S             , ,D306 
D307,21               ,21,R90S             , ,D307 
D308,30               ,30,37               , ,D308 
D308,46               ,46,UF90             , ,D308 
D308,46               ,46,UF90             ,A,D308A
D309,21               ,21,R90S             , ,D309 
D303,46               ,46,UF90             , ,D303 
D309,21               ,21,R90S             ,A,D309A
D310,46               ,46,UF90             , ,D310 
D310,46               ,46,UF90             ,A,D310A
D310,46               ,46,UF90             ,A,D310A
D311,43               ,43,TE90S            , ,D311 
D312,7                ,7,R07S             , ,D312 
D313,43               ,43,TE90S            , ,D313 
D313,43               ,43,TE90S            , ,D313 
D313,43               ,43,TE90S            , ,D313 
D314,27               ,27,UF08             , ,D314 
D314,27               ,27,UF08             , ,D314 
D314,27               ,27,UF08             ,A,D314A
D315,21-43            ,21,R90S-TE90S       , ,D315 
D315,21-43            ,43,R90S-TE90S       , ,D315 
D315,21               ,21,R90S             , ,D315 
D315,21-43            ,21,R90S-TE90S       , ,D315 
D315,21-43            ,43,R90S-TE90S       , ,D315 
D316,46               ,46,UF90             , ,D316 
D316,43               ,43,TE90S            ,A,D316A
D314,27               ,27,UF08             ,A,D314A
D316,21-43            ,21,R90S-TE90S       ,A,D316A
D316,21-43            ,43,R90S-TE90S       ,A,D316A
D401,21               ,21,R90S             , ,D401 
D402,21               ,21,R90S             , ,D402 
D403,21               ,21,R90S             , ,D403 
D404,7                ,7,R07S             , ,D404 
D404,43               ,43,TE90S            ,A,D404A
D405,7                ,7,R07S             , ,D405 
D406,46               ,46,UF90             , ,D406 
D316,43               ,43,TE90S            ,A,D316A
D402,21               ,21,R90S             , ,D402 
D406,46               ,46,UF90             ,A,D406A
D407,46               ,46,UF90             , ,D407 
D407,21               ,21,R90S             ,A,D407A
D408,21               ,21,R90S             , ,D408 
D409,46               ,46,UF90             , ,D409 
D410,21               ,21,R90S             , ,D410 
D411,21               ,21,R90S             , ,D411 
D411,21               ,21,R90S             ,A,D411A
D412,46               ,46,UF90             , ,D412 
D412,37               ,37,R07S             ,A,D412A
D413,21-43            ,21,R90S-TE90S       , ,D413 
D413,21-43            ,43,R90S-TE90S       , ,D413 
D413,21-43            ,21,R90S-TE90S       ,A,D413A
D413,21-43            ,43,R90S-TE90S       ,A,D413A
C629,42               ,42,TE90N            , ,C629 
D447,46               ,46,UF90             , ,D447 
J561,36               ,36,R6S              , ,J561 
D571,27               ,27,UF08             ,Z,D571Z
A370,3-4              ,3,R6S              ,A,A370A
A370,3-4              ,4,R6S              ,A,A370A
D621,26               ,26,UF98             , ,D621 
A166,1                ,1,R6N              ,B,A166B
B324,14-16            ,14,R08A-R08B        , ,B324 
C404,20               ,20,R90N             ,A,C404A
C668,42               ,42,TE90N            , ,C668 
C452,33               ,33,R90N             , ,C452 
A631,38               ,38,UT06W            , ,A631 
D523,36               ,36,R6S              ,A,D523A
A718,2-3              ,2,R6N              , ,A718 
A718,2-3              ,3,R6N              , ,A718 
B328,16               ,16,R08B             ,A,B328A
C741,16               ,16,R08B             , ,C741 
B324,14-16            ,16,R08A-R08B        , ,B324 
B612,8                ,8,R07S             , ,B612 
A213,1                ,1,R6N              ,B,A213B
A306,39               ,39,UT06E            ,B,A306B
C429,33               ,33,R90N             , ,C429 
A861,1-2              ,1,R6N              , ,A861 
A861,1-2              ,2,R6N              , ,A861 
A355,4                ,4,R6S              ,B,A355B
D846,43               ,43,TE90S            , ,D846 
C708,22               ,22,R90S             ,B,C708B
A372,4                ,4,R6S              , ,A372 
A858,1-2              ,1,R6N              ,A,A858A
A858,1-2              ,2,R6N              ,A,A858A
J347,4                ,4,R6S              , ,J347 
A237,2                ,2,R6N              ,A,A237A
D740,24               ,24,TE08A            , ,D740 
C645,43               ,43,TE90S            , ,C645 
A708,2-3              ,2,R6N              ,B,A708B
A708,2-3              ,3,R6N              ,B,A708B
A405,3-39             ,3,R6S-UT06E        , ,A405 
A405,3-39             ,39,R6S-UT06E        , ,A405 
J123,38-41            ,38,UT06W-LT06       ,A,J123A
J123,38-41            ,41,UT06W-LT06       ,A,J123A
A262,39               ,39,UT06E            ,A,A262A
C539,45               ,45,UF90             ,A,C539A
C418,45               ,45,UF90             ,A,C418A
A236,2-3              ,2,R6N-R6S          ,A,A236A
A236,2-3              ,3,R6N-R6S          ,A,A236A
D721,5                ,5,R6S              , ,D721 
A801,1                ,1,R6N              ,A,A801A
D563,41               ,41,LT06             ,Z,D563Z
B309,14               ,14,R08A             ,B,B309B
A542,39               ,39,UT06E            , ,A542 
C615,33               ,33,R90N             , ,C615 
A704,3                ,3,R6N              ,A,A704A
J345,38               ,38,UT06W            , ,J345 
D802,24               ,24,TE08A            , ,D802 
A121,2-3              ,2,R6N-R6S          ,B,A121B
A121,2-3              ,3,R6N-R6S          ,B,A121B
D835,43               ,43,TE90S            , ,D835 
D725,5                ,5,R6S              , ,D725 
A363,39               ,39,UT06E            ,A,A363A
C648,45               ,45,UF90             ,A,C648A
A148,2-3              ,2,R6N-R6S          ,Z,A148Z
A148,2-3              ,3,R6N-R6S          ,Z,A148Z
A373,39               ,39,UT06E            ,A,A373A
D716,4                ,4,R6S              , ,D716 
C134,18               ,18,R90N             , ,C134 
D837,43               ,43,TE90S            , ,D837 
D105,15               ,15,R08A             ,A,D105A
A402,3                ,3,R6S              , ,A402 
A238,2-3              ,2,R6N-R6S          ,B,A238B
A238,2-3              ,3,R6N-R6S          ,B,A238B
D823,43               ,43,TE90S            , ,D823 
C665,22               ,22,R90S             ,Z,C665Z
B501,27               ,27,UF08             , ,B501 
C620,22               ,22,R90S             ,Z,C620Z
A319,3-4              ,3,R6S              ,A,A319A
A319,3-4              ,4,R6S              ,A,A319A
D563,41               ,41,LT06             ,Z,D563Z
C654,42               ,42,TE90N            , ,C654 
A204,1                ,1,R6N              ,A,A204A
A139,1                ,1,R6N              ,B,A139B
D439,46               ,46,UF90             ,A,D439A
A543,38               ,38,UT06W            , ,A543 
D420,21               ,21,R90S             ,A,D420A
D104,46               ,46,UF90             ,A,D104A
A409,39               ,39,UT06E            ,A,A409A
D430,37               ,37,R07S             , ,D430 
D818,43               ,43,TE90S            , ,D818 
A562,38               ,38,UT06W            , ,A562 
D212,27               ,27,UF08             ,A,D212A
C746,17               ,17,R90N             , ,C746 
D600,39               ,39,UT06E            ,A,D600A
A249,1-2              ,1,R6N              , ,A249 
A249,1-2              ,2,R6N              , ,A249 
B637,4                ,4,R6S              ,Y,B637Y
D209,43               ,43,TE90S            , ,D209 
B206,14               ,14,R08A             , ,B206 
D584,27-46            ,27,UF08-UF90        ,A,D584A
C320,18               ,18,R90N             , ,C320 
D729,5                ,5,R6S              , ,D729 
D446,15               ,15,R08A             ,A,D446A
D750,24               ,24,TE08A            ,A,D750A
D806,46               ,46,UF90             , ,D806 
C670,22               ,22,R90S             , ,C670 
C670,22               ,22,R90S             , ,C670 
D807,24               ,24,TE08A            , ,D807 
D807,24               ,24,TE08A            , ,D807 
J413,5                ,5,R6S              , ,J413 
C418,45               ,45,UF90             ,A,C418A
B210,14               ,14,R08A             ,A,B210A
C703,33               ,33,R90N             , ,C703 
D563,41               ,41,LT06             ,Z,D563Z
J519,5-36             ,5,R6S              , ,J519 
J519,5-36             ,36,R6S              , ,J519 
D734,27               ,27,UF08             , ,D734 
D587,46               ,46,UF90             ,A,D587A
D810,43               ,43,TE90S            , ,D810 
D814,15               ,15,R08A             , ,D814 
D635,36               ,36,R6S              , ,D635 
D801,43               ,43,TE90S            ,A,D801A
D636,43               ,43,TE90S            ,A,D636A
D425,46               ,46,UF90             , ,D425 
B337,15               ,15,R08A             , ,B337 
C670,22               ,22,R90S             , ,C670 
J558,36               ,36,R6S              ,B,J558B
A251,3                ,3,R6S              , ,A251 
D726,27               ,27,UF08             , ,D726 
A213,1                ,1,R6N              ,B,A213B
A541,3                ,3,R6S              , ,A541 
D833,21               ,21,R90S             , ,D833 
D414,15               ,15,R08A             ,A,D414A
A849,2                ,2,R6N              ,A,A849A
A271,3                ,3,R6S              , ,A271 
D853,46               ,46,UF90             , ,D853 
